0,2
10,2
20,2
30,2
40,2
50,2
60,2
70,2
80,2
90,2
100,2
110,2
120,2
130,2
140,2
150,2
160,2
170,2
180,2
190,2
200,2
210,2
220,2
230,2
240,2
250,2
260,2
270,2
280,2
290,2
300,2
310,2
320,2
330,2
340,2
350,2
360,2
370,2
380,2
390,2
400,2
410,2
420,2
430,2
440,2
450,2
460,2
470,2
480,2
490,2
500,2
510,2
520,2
530,2
540,2
550,2
560,2
570,2
580,2
590,2
600,2
610,2
620,2
630,2
640,2
650,2
660,2
670,2
680,2
690,2
700,2
710,2
720,2
730,2
740,2
750,2
760,2
770,2
780,2
790,2
800,2
810,2
820,2
830,2
840,2
850,2
860,2
870,2
880,2
890,2
900,2
910,2
920,2
930,2
940,2
950,2
960,2
970,2
980,2
990,2
1000,2
1010,2
1020,2
1030,2
1040,2
1050,2
1060,2
1070,2
1080,2
1090,2
1100,2
1110,2
1120,2
1130,2
1140,2
1150,2
1160,2
1170,2
1180,2
1190,2
1200,2
1210,2
1220,2
1230,2
1240,2
1250,2
1260,2
1270,2
1280,2
1290,2
1300,2
1310,2
1320,2
1330,2
1340,2
1350,2
1360,2
1370,2
1380,2
1390,2
1400,2
1410,2
1420,2
1430,2
1440,2
1450,2
1460,2
1470,2
1480,2
1490,2
1500,2
1510,2
1520,2
1530,2
1540,2
1550,2
1560,2
1570,2
1580,2
1590,2
1600,2
1610,2
1620,2
1630,2
1640,2
1650,2
1660,2
1670,2
1680,2
1690,2
1700,2
1710,2
1720,2
1730,2
1740,2
1750,2
1760,2
1770,2
1780,2
1790,2
1800,-2
1810,-2
1820,-2
1830,-2
1840,-2
1850,-2
1860,-2
1870,-2
1880,-2
1890,-2
1900,-2
1910,-2
1920,-2
1930,-2
1940,-2
1950,-2
1960,-2
1970,-2
1980,-2
1990,-2
2000,-2
2010,-2
2020,-2
2030,-2
2040,-2
2050,-2
2060,-2
2070,-2
2080,-2
2090,-2
2100,-2
2110,-2
2120,-2
2130,-2
2140,-2
2150,-2
2160,-2
2170,-2
2180,-2
2190,-2
2200,-2
2210,-2
2220,-2
2230,-2
2240,-2
2250,-2
2260,-2
2270,-2
2280,-2
2290,-2
2300,-2
2310,-2
2320,-2
2330,-2
2340,-2
2350,-2
2360,-2
2370,-2
2380,-2
2390,-2
2400,-2
2410,-2
2420,-2
2430,-2
2440,-2
2450,-2
2460,-2
2470,-2
2480,-2
2490,-2
2500,-2
2510,-2
2520,-2
2530,-2
2540,-2
2550,-2
2560,-2
2570,-2
2580,-2
2590,-2
2600,-2
2610,-2
2620,-2
2630,-2
2640,-2
2650,-2
2660,-2
2670,-2
2680,-2
2690,-2
2700,-2
2710,-2
2720,-2
